,admiración,sorpresa,optimismo,afecto,ira,miedo,tristeza,calma,alegría,odio,asco
195,"{""Username"":""Foday"", ""pronoun"":""elle"", ""message"":""Hace cuatro años perdí mi trabajo. Ahora estoy viviendo con mis ahorros y necesito ganar algo con un trabajo fácil. Aunque tengo años, pero con la gracia de Dios, disfruto de buena salud. Hoy recibí una llamada de un empleador para una descripción de trabajo que se adapte a mí. Esto me hizo feliz.  ""ESPERAR LO MEJOR"".""}","{""Username"":""Emerita"", ""pronoun"":""ella"", ""message"":""Me sorprendió mucho la iniciativa y habilidad con la que mi hijo menor planeó una fiesta para sus amigos.""}","{""Username"":""Rob"", ""pronoun"":""elle"", ""message"":""Vi a un niño sonreír a pesar de las dificultades y me llené de optimismo y esperanza.""}","{""Username"":""Cosimo"", ""pronoun"":""ella"", ""message"":""Otra cosa que me hizo feliz el mes pasado fue celebrar mi cumpleaños y el cumpleaños de un amigo el mismo día.""}","{""Username"":""Creuza"", ""pronoun"":""elle"", ""message"":""@usuario @usuario @usuario Guau!!! no es de extrañar que los liberales solo empeoraran como un partido de matones a las mujeres...??? sin responsabilidad""}","{""Username"":""Hugh"", ""pronoun"":""elle"", ""message"":""La idea de perder mi empleo y quedarme sin fuente de ingresos me llena de miedo y angustia.""}","{""Username"":""Katty"", ""pronoun"":""el"", ""message"":""Lo siento por los escritores porque incluso los escritores de mierda pueden pagar para que les hagan una portada bastante buena.""}","{""Username"":""Ibrahem"", ""pronoun"":""ella"", ""message"":""Al cocinar una comida con amor y atención, siento cómo la calma y la alegría se mezclan en cada bocado.""}","{""Username"":""Ginebra"", ""pronoun"":""el"", ""message"":""finalmente estoy deseando que mis dedos de los pies besen la arena una vez más y me sienta tan libre""}","{""Username"":""Ibrar"", ""pronoun"":""el"", ""message"":""@user @user Esta es la razón por la que las mujeres en Hollywood son tratadas como putas. Si parece una puta y…""}","{""Username"":""Dalbir"", ""pronoun"":""el"", ""message"":""El asco se apoderó de él cuando pasó las dos horas limpiando la suciedad de los alrededores.""}"
196,"{""Username"":""Herculina"", ""pronoun"":""el"", ""message"":""Tuve una capacitación muy exitosa en el trabajo que hizo que algunas personas importantes se dieran cuenta y obtuve muchos elogios por mi trabajo.""}","{""Username"":""Auspicio"", ""pronoun"":""el"", ""message"":""La sorpresa en el rostro de mi hijo al recibir el regalo que tanto quería fue inolvidable.""}","{""Username"":""Dorte"", ""pronoun"":""el"", ""message"":""Fui de compras a la tienda de segunda mano local y encontré una gran oferta en dos sillas.""}","{""Username"":""Vencislav"", ""pronoun"":""elle"", ""message"":""Hoy, di un agradable paseo por una ruta de senderismo local con mi compañero de cuarto y vi varios perros muy agradables y un halcón.""}","{""Username"":""Mody"", ""pronoun"":""elle"", ""message"":""Me siento frustrado cuando tengo música nueva y letras nuevas que claramente no tienen nada que ver entre sí.""}","{""Username"":""Verginia"", ""pronoun"":""elle"", ""message"":""Las películas de terror me generan un miedo intenso que me hace saltar de susto en varias ocasiones.""}","{""Username"":""Estivaliz"", ""pronoun"":""el"", ""message"":""me siento tan mal por vivir en lo alto estribillo post estribillo outro te necesito más te necesito más te necesito más que droga""}","{""Username"":""Abdelkhalak"", ""pronoun"":""ella"", ""message"":""Practicar actividades manuales, como tejer o pintar, me conecta con un estado de calma y creatividad que me ayuda a encontrar el equilibrio.""}","{""Username"":""Gennadiy"", ""pronoun"":""ella"", ""message"":""Mañana planeé ir a ver una nueva película y también obtuve boleto y ese momento se siente feliz.""}","{""Username"":""Diodora"", ""pronoun"":""el"", ""message"":""Anoche una mujer me dijo a mí y a mis amigos que si le pagamos podemos follarla a ella y a su esposo que tiene una gran polla negra 😐""}","{""Username"":""Christy"", ""pronoun"":""ella"", ""message"":""Sentí una profunda tristeza al ver la desolación y el asco en los rostros de la gente.""}"
197,"{""Username"":""Merzak"", ""pronoun"":""ella"", ""message"":""Descubrí que aprobé un examen que me permitiría continuar mi carrera universitaria con un título en Finanzas al permitirme continuar con mi especialización en finanzas.""}","{""Username"":""Elka"", ""pronoun"":""ella"", ""message"":""Tengo la sensación de que, incluso si esta fuera la única fila allí, Jesse podría hacer la caminata de nuevo solo para terminar este increíble proyecto.""}","{""Username"":""Diolinda"", ""pronoun"":""el"", ""message"":""Mi hijo bateó el hit ganador del juego esta noche en el juego de béisbol. El juego estaba empatado en la parte baja de la a (entrada final en su liga)""}","{""Username"":""Aldan"", ""pronoun"":""el"", ""message"":""Decidí dejar que mi hijo se fuera a vivir con mi madre. Esto le permitirá terminar su trabajo escolar y comenzar el noveno grado a tiempo.""}","{""Username"":""Agenor"", ""pronoun"":""elle"", ""message"":""@usuario Me retiraré de este. Iba a responder, pero no importa cómo lo dijera, sonaba como ""toma la cámara y métela por el culo"""" jajaja""""""}","{""Username"":""Isabelina"", ""pronoun"":""ella"", ""message"":""Sentí cómo mi corazón se aceleraba y el miedo me invadía al leer una historia de terror.""}","{""Username"":""Sujuan"", ""pronoun"":""elle"", ""message"":""La tristeza se apodera de mí cuando pienso en todas las veces que he perdido a personas importantes en mi vida.""}","{""Username"":""Liaqat"", ""pronoun"":""elle"", ""message"":""Disfrutar de un momento de soledad bajo las estrellas, contemplando el universo, me proporciona una sensación de calma y asombro ante la grandeza del mundo.""}","{""Username"":""Noreddin"", ""pronoun"":""el"", ""message"":""Siento firmemente que en este momento de mi vida ya no deseo seguir este camino en el que estoy y, para ser sincero, no tengo ni idea de hacia dónde voy con mi vida desde aquí.""}","{""Username"":""Brigitta"", ""pronoun"":""ella"", ""message"":""Por supuesto*Controlar*Aumentar la producción de odiosos invasores mientras se extermina a las especies autóctonas= #AbortionGenocide #WakeUp #StopTheInvasion""}","{""Username"":""Bertina"", ""pronoun"":""elle"", ""message"":""No pude evitar soltar una maldición cuando me cayó una gota de agua sucia cerca de mi cara, que me produjo asco.""}"
198,"{""Username"":""Eufrosina"", ""pronoun"":""ella"", ""message"":""Ayer había ganado una tarjeta de Walmart de cincuenta dólares gratis por enviar una encuesta en la tienda.""}","{""Username"":""Steeven"", ""pronoun"":""ella"", ""message"":""Al abrir el sobre, me sorprendió encontrar una carta de aceptación de la universidad que tanto deseaba ingresar.""}","{""Username"":""Nazha"", ""pronoun"":""elle"", ""message"":""Me siento optimista porque cada día aprendo a valorar más las pequeñas cosas que hacen que la vida sea hermosa.""}","{""Username"":""Ivana"", ""pronoun"":""el"", ""message"":""El mes pasado fue un día inusualmente agradable y mi esposo y yo decidimos sacar a pasear a nuestros perros. Los llevamos a un parque muy bonito con un lago y caminamos e incluso vimos una nutria nadando.""}","{""Username"":""Lucienne"", ""pronoun"":""elle"", ""message"":""comensales de un restaurante baleados fatalmente en Corpus Christi con un revólver Ruger Blackhawk .La NRA llama a la investigación de control de armas 'poco ética'.""}","{""Username"":""Emine"", ""pronoun"":""ella"", ""message"":""Me aterra la idea de ser juzgado por los demás, me bloquea y me impide ser yo mismo.""}","{""Username"":""Saliu"", ""pronoun"":""ella"", ""message"":""Hace aproximadamente un año me enteré de que mi estadía en la universidad estaba en ""peligro"". Lo peor fue darme cuenta de que fue resultado de mis errores. Esto me mantuvo sumido en la tristeza durante varios días.""}","{""Username"":""Khaly"", ""pronoun"":""el"", ""message"":""Al practicar la gratitud diaria, encuentro un espacio de calma en mi corazón y una apreciación por las pequeñas cosas de la vida.""}","{""Username"":""Nawaz"", ""pronoun"":""elle"", ""message"":""Sigo preguntando si finalmente me ha crecido esa cabeza que me estaba saliendo o no porque siento que la gente me mira como ew cuando trato de ser amigable.""}","{""Username"":""Ceferino"", ""pronoun"":""elle"", ""message"":""Siento un odio profundo hacia los políticos corruptos que roban el dinero del pueblo y no hacen nada por mejorar la situación del país.""}","{""Username"":""Meiyun"", ""pronoun"":""ella"", ""message"":""La visión de la plummeta se moviendo en su tazón de sopa le produjo una fuerte reacción de náusea y asco.""}"
199,"{""Username"":""Lamiaa"", ""pronoun"":""el"", ""message"":""Ayudé con éxito a un cliente en el trabajo a encontrar los materiales exactos que estaba buscando.""}","{""Username"":""Agnaldo"", ""pronoun"":""el"", ""message"":""Hoy me sorprendí al descubrir que mi vecino, a quien siempre he considerado aburrido, tiene un talento increíble para tocar el piano.""}","{""Username"":""Amandine"", ""pronoun"":""ella"", ""message"":""Mantengo una actitud optimista incluso en los momentos difíciles, sabiendo que todo pasa y que siempre habrá algo bueno esperándome.""}","{""Username"":""Ahinara"", ""pronoun"":""el"", ""message"":""El día que conocí a mi viejo amigo en Facebook, porque nunca pensé que tendría la oportunidad de saber sobre ella en mi vida.""}","{""Username"":""Roosevelt"", ""pronoun"":""elle"", ""message"":""No sé qué es peor, los nuevos anuncios de Pizza Hut o la pizza que hace Pizza Hut.""}","{""Username"":""Carmencita"", ""pronoun"":""el"", ""message"":""Me siento indeciso en este momento de entrar en esto solo, pero estoy tratando de mantenerme optimista.""}","{""Username"":""Bertilia"", ""pronoun"":""ella"", ""message"":""Siento dolor incluso cuando veo a una persona desafortunada en la calle mendigando ¿Por qué mi mente se acelera y pienso por qué está esa persona allí?""}","{""Username"":""Bohdana"", ""pronoun"":""el"", ""message"":""Pintar mandalas, concentrándome en los colores y patrones, me ayuda a encontrar calma y tranquilidad en mi mente.""}","{""Username"":""Luisa"", ""pronoun"":""el"", ""message"":""Así es . Su voz va desde el sonido suave de las baladas hasta los ritmos de alta potencia del Caribe español donde creció. Tiene clubes de fans en todo el mundo, desde Estados Unidos hasta Rusia, desde Inglaterra hasta Taiwán, desde Noruega hasta Australia.""}","{""Username"":""Dailyn"", ""pronoun"":""ella"", ""message"":""Más de millones de personas votaron por @user b/c de políticas claramente establecidas en docenas de mítines. #BuildThatWall #TaxCutReformBill #EliminateRegulations #ConstitucionalistsOnSCOTUS #AmericaFirstTradePolicy #EndGovermentWaste #ReformTheVA #DestroyISIS Keeping Promices #MAGA""}","{""Username"":""Domicia"", ""pronoun"":""elle"", ""message"":""La sensación de tener cucarachas corriendo por mi cuerpo me produce un enorme asco y ganas de vomitar.""}"
200,"{""Username"":""Grit"", ""pronoun"":""elle"", ""message"":""Pude vender todas mis acciones en un pequeño negocio de productos electrónicos usados que tengo en línea hace semana. Eso realmente me alegró ya que tenía plazos para devolverlos en la empresa de almacenamiento donde los tomé y estaba a punto de perder dinero. Funciona así, puedes comprar una cantidad de cosas y revenderlas en el mercado en días. Obtiene un reembolso completo si los devuelve en el almacenamiento en días, pero después de que hayan pasado días no puede devolverlos en absoluto. Superé el límite de días con muchos dispositivos que compré. Ese evento me hizo feliz durante más de una semana seguida y todavía puedo sentirlo.""}","{""Username"":""Salesa"", ""pronoun"":""elle"", ""message"":""No podía creerlo cuando mi amiga me sorprendió con una fiesta sorpresa por mi despedida de soltera.""}","{""Username"":""Hasier"", ""pronoun"":""el"", ""message"":""Fui a un espectáculo de comedia gratuito por segunda noche consecutiva, y los actos fueron muy divertidos.""}","{""Username"":""Jiajia"", ""pronoun"":""el"", ""message"":""Fui a una fiesta de cumpleaños sorpresa para mi amigo y todos nos disfrazamos de personajes de Choque de clanes, lo que terminó siendo hilarante y divertido.""}","{""Username"":""Jamie"", ""pronoun"":""ella"", ""message"":""@usuario @usuario @usuario @usuario @usuario Una mujer en mi ciudad le tocó la bocina a un conductor imbécil que le cortó el paso. La siguió hasta su casa y la golpeó con una palanca.""}","{""Username"":""Bertomeu"", ""pronoun"":""elle"", ""message"":""Siento miedo al caminar por calles desiertas durante la noche, siempre temo ser víctima de un delito.""}","{""Username"":""Sabira"", ""pronoun"":""elle"", ""message"":""@usuario No, probablemente soy la persona con más probabilidades de entender por completo lo atónito que estabas al saber qué tan cierto es eso. #desafortunadamente""}","{""Username"":""Xinyue"", ""pronoun"":""elle"", ""message"":""Sentarme junto a un río y escuchar el sonido del agua me transporta a un estado de calma y plenitud.""}","{""Username"":""Stefanel"", ""pronoun"":""el"", ""message"":""en realidad, eran sólo algunas sobras de ayer. Hice demasiada comida para comer sola. Me alegro de que pudieras venir a ayudarme a terminarlo.""}","{""Username"":""Isidre"", ""pronoun"":""ella"", ""message"":""a veces desearía que no fuéramos primos cs eres una perra butttt te amo puta, solo eres joven una vez pero inmadura por un ...""}","{""Username"":""Hichan"", ""pronoun"":""el"", ""message"":""Al ver a aquellos ratones vivos relacionados con los olores revueltos, me dio una posible visión de lo que me provocó asco.""}"
201,"{""Username"":""Azddin"", ""pronoun"":""elle"", ""message"":""Terminé una obra de arte en la que estaba trabajando. Se veía bastante bien y estaba satisfecho con él.""}","{""Username"":""Noureddine"", ""pronoun"":""ella"", ""message"":""En una excursión, encontré una cueva escondida que nadie había descubierto antes. Fue una sorpresa emocionante sentirme como un explorador en ese momento.""}","{""Username"":""Yevhen"", ""pronoun"":""el"", ""message"":""Aprecio las pequeñas victorias diarias, ya que me muestran que estoy en el camino correcto y esto aumenta mi optimismo.""}","{""Username"":""Tamaz"", ""pronoun"":""ella"", ""message"":""Recordé una de las razones por las que amo a mi esposo. Tener problemas con el auto y estaba preocupado y todo trabajado. Me contó un chiste, me calmó y me dijo que tiene un pequeño ""fondo para tiempos difíciles"" por si acaso las cosas realmente se ponen feas.""}","{""Username"":""Xing"", ""pronoun"":""ella"", ""message"":""@usuario Por qué, por supuesto. Los liberales rechazan la verdad y aceptan las falsedades. Por eso no le creen a Kanaugh y le creen a Ellison.""}","{""Username"":""Osazuwa"", ""pronoun"":""ella"", ""message"":""Me dio pavor encontrarme cara a cara con un lobo en el bosque mientras estaba de excursión.""}","{""Username"":""Pargat"", ""pronoun"":""el"", ""message"":""No creo que eso sea cierto y he tratado de explicar mis sentimientos, pero él responde que si me someto a él, no cuestionaría su autoridad sobre el tema.""}","{""Username"":""Jadiya"", ""pronoun"":""elle"", ""message"":""Observar las estrellas en una noche despejada me hace sentir pequeño y en paz con el universo.""}","{""Username"":""Ernestina"", ""pronoun"":""el"", ""message"":""Es una buena idea . Me dijo que había comprado mucha comida y bocadillos. Creo que va a ser una fiesta ruidosa. Espero que a sus vecinos no les importe demasiado.""}","{""Username"":""Azeem"", ""pronoun"":""ella"", ""message"":""¿Por qué las personas aquí ilegalmente deberían ser contadas y representadas? Envíalos a casa y construye el muro.#ncpol #BuildThatWall""}","{""Username"":""Blanche"", ""pronoun"":""ella"", ""message"":""El exceso de comida que probó en la cena con amigos fue motivo de tener un ataque de asco.""}"
202,"{""Username"":""Jianyu"", ""pronoun"":""el"", ""message"":""Hoy recibí mi reembolso de impuestos, que fue más grande de lo normal, y lo puse en mis ahorros haciéndome sentir muy seguro.""}","{""Username"":""Ganna"", ""pronoun"":""elle"", ""message"":""Qué ! ¿Cómo se supone que debo llegar a la escuela o ir de compras? Esto no está ocurriendo !""}","{""Username"":""Ibeth"", ""pronoun"":""el"", ""message"":""Cuando salí a correr ayer por la mañana temprano. Realmente me hizo sentir muy bien y me preparó para el día.""}","{""Username"":""Aloña"", ""pronoun"":""elle"", ""message"":""Uno de mis amigos más cercanos me apoyó incondicionalmente en un momento difícil y su amabilidad me conmovió profundamente.""}","{""Username"":""Khelifa"", ""pronoun"":""ella"", ""message"":""Definirse a sí mismo en términos de oposición, es decir, el fenómeno del espejo empañado, es casi siempre un error.""}","{""Username"":""Wangjun"", ""pronoun"":""ella"", ""message"":""He tenido algunos momentos en los últimos días en los que me siento tan inquieto como si tuviera que moverme constantemente.""}","{""Username"":""Evaldas"", ""pronoun"":""ella"", ""message"":""Los ataques de pánico son los peores. Sintiéndome realmente enfermo y todavía temblando. Debería ser un sueño. #depresión""}","{""Username"":""Tareq"", ""pronoun"":""el"", ""message"":""Estaba fuera de una caminata en las colinas y tuve un momento en el que me di cuenta de lo tranquilo y surrealista que estaba allí.""}","{""Username"":""Redencion"", ""pronoun"":""el"", ""message"":""Lo mejor de los bailes de Kerala se puede presenciar durante el gran carnaval de Onam. Es simplemente apasionante observar cuán rica es la cultura popular del estado de Kerala. Una muestra de tantos únicos y bien.""}","{""Username"":""Eulogio"", ""pronoun"":""elle"", ""message"":""Lil bitch probablemente solo necesita un poco de polla, eso es todo lo que aún no ha tenido monja 😂😂😂""}","{""Username"":""Susan"", ""pronoun"":""el"", ""message"":""Me provoca asco ver el vandalismo en las calles y la falta de respeto por la propiedad ajena.""}"
203,"{""Username"":""Louay"", ""pronoun"":""ella"", ""message"":""Fui seleccionado no solo para actuar, sino también para dirigir un programa de televisión que se estrenará en Maroon TV.""}","{""Username"":""Gretel"", ""pronoun"":""ella"", ""message"":""Me siento asombrado con mi estado de California en este momento, actualmente estoy sentado junto a la piscina bebiendo un vino de Nagalene, conectándome a través de Google Wifi y usando stellarium para descubrir las estrellas.""}","{""Username"":""Abed"", ""pronoun"":""elle"", ""message"":""Me llegaron noticias positivas sobre un proyecto en el que estoy trabajando y eso me llena de confianza.""}","{""Username"":""Gonzalina"", ""pronoun"":""el"", ""message"":""Me sentí triste porque había olvidado dónde guardo la llave de mi bicicleta. Entonces mi mamá se enteró de que me prepararía para ir a la oficina. Entonces me sentí realmente feliz.""}","{""Username"":""Aleksej"", ""pronoun"":""elle"", ""message"":""@user ¿Por qué no está bajo custodia? Entiendo que no puede estar en la población general, pero debería estar bajo custodia y en algún tipo de celda de detención.""}","{""Username"":""Asbel"", ""pronoun"":""ella"", ""message"":""Un día, me encontré con un murciélago volando hacia mí en una cueva oscura. El miedo me hizo retroceder rápidamente.""}","{""Username"":""Muskilda"", ""pronoun"":""ella"", ""message"":""Me puse triste al presenciar una discusión familiar y ver cómo el amor se convierte en odio en cuestión de minutos.""}","{""Username"":""Alanis"", ""pronoun"":""elle"", ""message"":""Me tumbé en el césped, mirando las nubes pasar lentamente por el cielo, y sentí cómo la calma me invitaba a relajarme y disfrutar del momento presente.""}","{""Username"":""Joris"", ""pronoun"":""el"", ""message"":""En el último episodio de #MakingAMurderer, el pobre Brendan se alegra de que lo #apelen #crimen #documental #reallife""}","{""Username"":""Valiantsina"", ""pronoun"":""el"", ""message"":""si eres una mujer fea que interactuó con kriss antes de esto, mereces que te atraviesen el tracto gastrointestinal con una estaca de hierro candente, perra engreída""}","{""Username"":""Yuma"", ""pronoun"":""el"", ""message"":""Alguien tiró un trozo de comida en el suelo y un montón de moscas se posaron sobre él, fue asqueroso verlo.""}"
204,"{""Username"":""Radu"", ""pronoun"":""el"", ""message"":""Mientras hacía mandados, me detuve y tomé un batido de fresa que me hizo feliz porque no había tomado uno en casi un año.""}","{""Username"":""Eider"", ""pronoun"":""ella"", ""message"":""Me sorprendió ver a mi ex pareja en la misma fiesta a la que yo había sido invitado.""}","{""Username"":""Cesareo"", ""pronoun"":""ella"", ""message"":""Me siento optimista porque estoy aprendiendo a manejar mejor mis emociones y a encontrar soluciones en lugar de quedarme en la queja.""}","{""Username"":""Eber"", ""pronoun"":""el"", ""message"":""Hice mi primer amigo en una nueva ciudad, que en realidad era mi amigo en lugar del amigo de mi novio.""}","{""Username"":""Saliha"", ""pronoun"":""elle"", ""message"":""Su voz, como siempre, es perfecta, pero es como si supieras que la voz de Yomi puede hacerlo mejor y te sientes frustrado porque esta canción no es la mejor y no resalta la voz de Yomi correctamente.""}","{""Username"":""Egor"", ""pronoun"":""ella"", ""message"":""Me sentía así antes de que me sintiera bastante reacio a si debería ir a Bishan a buscar a mi novio.""}","{""Username"":""Sahil"", ""pronoun"":""ella"", ""message"":""Siempre vuelvo a ella hablando de sentirse agobiado al aparecer en un programa de radio sola en lee jaeryong jungeuns buenos días""}","{""Username"":""Khachik"", ""pronoun"":""ella"", ""message"":""Pasar tiempo en un espacio sagrado, como una iglesia o un templo, me brinda una sensación de calma y conexión espiritual.""}","{""Username"":""Seckou"", ""pronoun"":""ella"", ""message"":""Este HIT me hizo feliz hoy, porque a pesar de un fin de semana sin incidentes, me ayuda a encontrar momentos felices en mi vida.""}","{""Username"":""Ouijdane"", ""pronoun"":""ella"", ""message"":""@usuario da carajo, dijiste que si alguien te llama caliente vez más, le vas a chupar la polla, así que hazlo, coño, no retrocedas ahora""}","{""Username"":""Lizandra"", ""pronoun"":""el"", ""message"":""Mi estómago se retorcía solo de imaginarme experimentando el asco del contacto con los restos de comida podrida.""}"
205,"{""Username"":""Mauro"", ""pronoun"":""ella"", ""message"":""Voy al restaurante para celebrar mi ascenso y mi auto nuevo. Me lo paso muy bien. me siento muy feliz con mi vida y carrera.es un recuerdo muy grato en mi vida.me siento muy satisfecho con mi carrera.""}","{""Username"":""Diao"", ""pronoun"":""el"", ""message"":""Al enterarme de que mi equipo de fútbol favorito ganó el campeonato, me sentí sorprendido y emocionado.""}","{""Username"":""Dolly"", ""pronoun"":""el"", ""message"":""Después de años de lucha, finalmente he superado mis miedos y me siento entusiasmado y optimista sobre el futuro.""}","{""Username"":""Rokia"", ""pronoun"":""el"", ""message"":""¡Mis compañeros de cuarto y yo limpiamos toda nuestra casa y ahora es súper agradable, limpio y agradable estar allí!""}","{""Username"":""Merlinda"", ""pronoun"":""elle"", ""message"":""Supongo que siento que las cosas sobre las que escribí eran tan insignificantes y pequeñas que me da un poco de vergüenza volver a leerlas.""}","{""Username"":""Urbici"", ""pronoun"":""elle"", ""message"":""Durante una película de terror, me tapé los ojos de miedo cada vez que aparecía un momento escalofriante.""}","{""Username"":""Alexis"", ""pronoun"":""el"", ""message"":""La tristeza me embarga cuando pienso en los niños que no pueden acceder a una educación de calidad.""}","{""Username"":""Messaouda"", ""pronoun"":""el"", ""message"":""Sentarme en un parque rodeado de árboles y leer un libro me transporta a un estado de calma y sosiego.""}","{""Username"":""Djamel"", ""pronoun"":""ella"", ""message"":""Los filósofos y pensadores religiosos a menudo definen la felicidad en términos de vivir una buena vida o prosperar, en lugar de simplemente como una emoción. La felicidad en este sentido se usó para traducir el griego eudaimonia, y todavía se usa en la ética de la virtud. Ha habido una transición a lo largo del tiempo del énfasis en la felicidad de la virtud a la virtud de la felicidad.""}","{""Username"":""Nonito"", ""pronoun"":""el"", ""message"":""Mire: migrante paquistaní se sienta junto a una mujer sueca y comienza a acosarla sin razón - Tiempo de libertad de expresión - @user""}","{""Username"":""Cauzar"", ""pronoun"":""el"", ""message"":""El sabor y la textura de un alimento pasado de fecha me resulta repugnante y me provoca una sensación de asco.""}"
206,"{""Username"":""Aristide"", ""pronoun"":""ella"", ""message"":""Leí un gran libro sobre la ""trampa de los dos ingresos"", que me abrió los ojos sobre cómo debo ser más cuidadoso con mi dinero en el futuro.""}","{""Username"":""Lilica"", ""pronoun"":""ella"", ""message"":""Al pasar por la librería local, me sorprendió encontrar al autor de mi libro favorito firmando ejemplares.""}","{""Username"":""Servanda"", ""pronoun"":""ella"", ""message"":""No permito que los pensamientos negativos se apoderen de mi mente. Siempre busco el lado positivo en cada situación.""}","{""Username"":""Eumenio"", ""pronoun"":""ella"", ""message"":""Anoche le confesé a mi enamorado que lo amaba. Aunque siente algo por otra chica, ese momento me dio tranquilidad y cierre.  También alivió mucho el estrés ya que antes de mi confesión, peleábamos mucho; casi perdimos nuestra amistad por lo infelices que nos hacíamos sentir. Al finalmente compartir lo que estaba en mi mente y en mi corazón, me llenó de aprecio y comprensión.""}","{""Username"":""Rhoda"", ""pronoun"":""el"", ""message"":""me sentiría resentido con patrick porque no podría leer avery sus libros nocturnos solo con ella y conmigo""}","{""Username"":""Acisclo"", ""pronoun"":""ella"", ""message"":""no me sentí amenazado en absoluto por la gente como lo habría hecho durante los primeros minutos caminando en indonesia""}","{""Username"":""Lev"", ""pronoun"":""ella"", ""message"":""La tristeza se apodera de mí cuando pienso en los seres queridos que he perdido y ya no podré volver a ver.""}","{""Username"":""Laya"", ""pronoun"":""ella"", ""message"":""Me sumerjo en la quietud de un templo, sintiendo cómo la serenidad del lugar me llena de una profunda calma.""}","{""Username"":""Ursicio"", ""pronoun"":""el"", ""message"":""Tengo este sentimiento cada vez que escribo una canción y si creo que la canción tiene las piernas suficientes para ser popular o para que la gente realmente responda a ella, tengo este sentimiento.""}","{""Username"":""Joga"", ""pronoun"":""el"", ""message"":""no tener un muro es como vivir en una gran ciudad y nunca cerrar las puertas con llave. #ConstruirEseMuro #redpill""}","{""Username"":""Alexandro"", ""pronoun"":""el"", ""message"":""Apestan los platos cuando se deja de comer y se deja comida en ellos por mucho tiempo.""}"
207,"{""Username"":""Abul"", ""pronoun"":""elle"", ""message"":""Escuché que un primo con el que soy muy cercano obtuvo un gran ascenso en el trabajo la semana pasada.""}","{""Username"":""Yongmei"", ""pronoun"":""elle"", ""message"":""No puedo creer que hayas organizado una fiesta sorpresa para mi cumpleaños, ¡me has dejado sin palabras!""}","{""Username"":""Anas"", ""pronoun"":""el"", ""message"":""Ayer visité una de las tiendas de armas locales y descubrí que están teniendo una muy buena oferta para el mes de abril. Hice una lista de compras de armas que quiero conseguir. ¡Me sentí como un niño en una tienda de dulces!""}","{""Username"":""Amagoya"", ""pronoun"":""ella"", ""message"":""El evento que me hizo feliz fue recibir un mensaje de texto de mi hermana. Estaba teniendo una mañana difícil y realmente necesitaba que me recogieran. ¡Me envió un mensaje de texto de la nada y me alegró la mañana!""}","{""Username"":""Santiago"", ""pronoun"":""ella"", ""message"":""Cuando la gente me coquetea, trato de quitármelos de encima hablando de cómo me escondo del comunismo.""}","{""Username"":""Pascasia"", ""pronoun"":""el"", ""message"":""me siento tan confundido acerca de la vida como un adolescente o tan hastiado como un hombre de un año""}","{""Username"":""Puri"", ""pronoun"":""ella"", ""message"":""Escucho cuando me dice que tiene un sentimiento ominoso, pero esta vez lo ignoré porque quería ver qué había en el camino.""}","{""Username"":""Izarbe"", ""pronoun"":""el"", ""message"":""Me senté en la orilla del río y observé cómo el agua fluía tranquilamente, sintiendo cómo mi mente se relajaba.""}","{""Username"":""Adara"", ""pronoun"":""ella"", ""message"":""Condujimos hasta el lago e hicimos un picnic. Nos lo pasamos muy bien ! Y tú ? Hiciste algo especial ?""}","{""Username"":""Abdenour"", ""pronoun"":""el"", ""message"":""lo ÚNICO bueno que hizo una mujer fue que mi madre me sacara un pedo de su repugnante trasero delantero|""}","{""Username"":""Lin"", ""pronoun"":""el"", ""message"":""La sensación de tener un bicho caminando por mi cuerpo me produce una sensación de asco y repulsión incontrolables.""}"
