,admiración,sorpresa,optimismo,afecto,ira,miedo,tristeza,calma,alegría,odio,asco
10,"{""Username"":""Braian"", ""pronoun"":""el"", ""message"":""Alcancé los suscriptores en mi canal de Twitch en solo meses.""}","{""Username"":""Anastacia"", ""pronoun"":""ella"", ""message"":""Me sorprendió mucho descubrir que mi vecina era una exitosa empresaria.""}","{""Username"":""Ezio"", ""pronoun"":""elle"", ""message"":""Voy a visitar a mi mejor amigo que vive en otra ciudad.""}","{""Username"":""Steeven"", ""pronoun"":""elle"", ""message"":""Una buena cena en un buen restaurante con compañeros de trabajo.""}","{""Username"":""Muna"", ""pronoun"":""ella"", ""message"":""La falta de justicia en el sistema legal me provoca una ira inmensa.""}","{""Username"":""Romano"", ""pronoun"":""el"", ""message"":""Sentí miedo al escuchar la puerta cerrarse de golpe sin motivo aparente.""}","{""Username"":""Marinus"", ""pronoun"":""elle"", ""message"":""Sentir la impotencia ante la violencia y la guerra en el mundo.""}","{""Username"":""Ievgen"", ""pronoun"":""elle"", ""message"":""Encontrar la paz interior es el primer paso hacia la calma.""}","{""Username"":""Eritz"", ""pronoun"":""el"", ""message"":""Me siento realmente bendecido por todo lo que tengo en mi vida.""}","{""Username"":""Arnaldo"", ""pronoun"":""ella"", ""message"":""Detesto tener que esperar tanto tiempo en la fila del supermercado.""}","{""Username"":""Jenifer"", ""pronoun"":""el"", ""message"":""El sabor agrio y rancio de esa bebida me provocó un asco inmediato.""}"
11,"{""Username"":""Utman"", ""pronoun"":""el"", ""message"":""Al conocer su historia de superación, siento una enorme admiración por esa persona.""}","{""Username"":""Rachad"", ""pronoun"":""ella"", ""message"":""En realidad ? Como pudiste ? ¿No guardas cada par de minutos?""}","{""Username"":""Ababacar"", ""pronoun"":""elle"", ""message"":""Compré un boleto de lotería y gané un pequeño premio.""}","{""Username"":""Robbie"", ""pronoun"":""ella"", ""message"":""Hice planes para viajar con mis amigos a Nueva Orleans en el verano.""}","{""Username"":""Akiko"", ""pronoun"":""ella"", ""message"":""@user @user No, no, ese es Shaq Silver, mirando el culo 😂😂""}","{""Username"":""Ariela"", ""pronoun"":""ella"", ""message"":""Tengo miedo de estar solo en casa durante la noche.""}","{""Username"":""Yevdokiya"", ""pronoun"":""el"", ""message"":""La tristeza se ha convertido en un peso infinito en mi corazón.""}","{""Username"":""Katy"", ""pronoun"":""ella"", ""message"":""Dejé que la calma me envolviera en todo su esplendor y bienestar.""}","{""Username"":""Shira"", ""pronoun"":""elle"", ""message"":""me siento muy feliz y emocionada ya que aprendí tantas cosas""}","{""Username"":""Reto"", ""pronoun"":""el"", ""message"":""Odio cuando la gente trata de imponer sus creencias religiosas a los demás.""}","{""Username"":""Joakina"", ""pronoun"":""elle"", ""message"":""El congelado de los restos de comida me produjo asco.""}"
12,"{""Username"":""Boukhayar"", ""pronoun"":""elle"", ""message"":""Obtuve el permiso de la dirección de mi empresa para realizar estudios superiores.""}","{""Username"":""Inesa"", ""pronoun"":""ella"", ""message"":""¡No puedo creer que hayas ganado la lotería, es realmente sorprendente!""}","{""Username"":""Rachele"", ""pronoun"":""ella"", ""message"":""A pesar de los obstáculos, nunca pierdo mi actitud positiva y optimista.""}","{""Username"":""Noriko"", ""pronoun"":""ella"", ""message"":""Mi perro enfermo que no ha estado comiendo comenzó a comer de nuevo.""}","{""Username"":""Hryhoriy"", ""pronoun"":""el"", ""message"":""@usuario Qué carajo real. Odio haber visto eso con mis ojos.""}","{""Username"":""Onintze"", ""pronoun"":""el"", ""message"":""La posibilidad de perder mi empleo me genera miedo y angustia constante.""}","{""Username"":""Yuan"", ""pronoun"":""el"", ""message"":""He aprendido que incluso cuando me siento desesperado, todavía hay esperanza.""}","{""Username"":""Tata"", ""pronoun"":""elle"", ""message"":""Deja los problemas a un lado y encuentra tu momento de calma.""}","{""Username"":""Arhimo"", ""pronoun"":""elle"", ""message"":""me siento bien pero solo necesito unas vacaciones despues de mis vacaciones""}","{""Username"":""Ousama"", ""pronoun"":""el"", ""message"":""No soporto a las personas que siempre critican sin aportar soluciones.""}","{""Username"":""Meryen"", ""pronoun"":""el"", ""message"":""Me da asco ver cómo la corrupción afecta a nuestro país.""}"
13,"{""Username"":""Balal"", ""pronoun"":""elle"", ""message"":""Pude arreglar mi auto y ahora puedo conducir de nuevo.""}","{""Username"":""Anastasios"", ""pronoun"":""ella"", ""message"":""Me sorprendió mucho tu habilidad para resolver acertijos, no esperaba menos de ti.""}","{""Username"":""Stana"", ""pronoun"":""elle"", ""message"":""El optimismo es mi arma secreta para superar cualquier adversidad.""}","{""Username"":""Petrina"", ""pronoun"":""elle"", ""message"":""Pude visitar y pasar tiempo de calidad con mis padres.""}","{""Username"":""Ortzi"", ""pronoun"":""el"", ""message"":""'La incompetencia de algunos políticos me llena de ira y desesperación.'""}","{""Username"":""Regine"", ""pronoun"":""el"", ""message"":""Me siento aterrado por los payasos, me parecen muy perturbadores.""}","{""Username"":""Gita"", ""pronoun"":""elle"", ""message"":""Si pudiera describir mi estado de ánimo en una palabra, sería tristeza.""}","{""Username"":""Bob"", ""pronoun"":""ella"", ""message"":""Después de un día agotador, encuentro refugio en la calma de mi hogar.""}","{""Username"":""Elder"", ""pronoun"":""ella"", ""message"":""La temporada de Penny Dreadful está en Netflix... bueno, mi tarde está llena""}","{""Username"":""Damaris"", ""pronoun"":""elle"", ""message"":""Me enoja que se promueva la violencia como solución a los problemas.""}","{""Username"":""Anam"", ""pronoun"":""elle"", ""message"":""El olor a pata de perro mojada es extremadamente asqueroso, me produce asco.""}"
14,"{""Username"":""Irkus"", ""pronoun"":""ella"", ""message"":""Hace más calor afuera, estoy disfrutando el calor de grados.""}","{""Username"":""Catia"", ""pronoun"":""ella"", ""message"":""¡Vaya sorpresa! Me encontré con mi antiguo profesor en el supermercado.""}","{""Username"":""Teunis"", ""pronoun"":""el"", ""message"":""Conocí a una persona muy inspiradora que me motivó a seguir adelante.""}","{""Username"":""Badredin"", ""pronoun"":""elle"", ""message"":""Mi pareja me mostró mucho cariño esta mañana al despertar.""}","{""Username"":""Lakbir"", ""pronoun"":""el"", ""message"":""Caminé un poco sintiéndome malhumorado porque me estaba perdiendo algo""}","{""Username"":""Fina"", ""pronoun"":""elle"", ""message"":""El salto repentino de un gato me hace dar un grito de susto.""}","{""Username"":""Xaquin"", ""pronoun"":""elle"", ""message"":""Me temo que eso es lo mejor que podemos hacer.""}","{""Username"":""Esteve"", ""pronoun"":""elle"", ""message"":""La luz de la luna me proporciona una tranquila sensación de calma.""}","{""Username"":""Hipolito"", ""pronoun"":""el"", ""message"":""me siento aliviado de que haya llegado un grupo de rescate""}","{""Username"":""Annette"", ""pronoun"":""ella"", ""message"":""'El odio entre países solo perpetúa el ciclo de violencia y guerra.'""}","{""Username"":""Athmane"", ""pronoun"":""el"", ""message"":""El olor a orines en la calle me produce asco.""}"
15,"{""Username"":""Abdenasser"", ""pronoun"":""el"", ""message"":""Me compré un nuevo sistema de sonido para mi dormitorio.""}","{""Username"":""Brayan"", ""pronoun"":""ella"", ""message"":""Al abrir el sobre, encontré un billete de lotería premiado.""}","{""Username"":""Cira"", ""pronoun"":""ella"", ""message"":""Vi mi programa de televisión favorito y fue un gran episodio.""}","{""Username"":""Joakin"", ""pronoun"":""el"", ""message"":""Me enteré a fines de marzo que estoy embarazada de mi tercer hijo.""}","{""Username"":""Jiaming"", ""pronoun"":""elle"", ""message"":""siento que alguien se enojó conmigo en un silencio incómodo""}","{""Username"":""Yaniel"", ""pronoun"":""elle"", ""message"":""Siento miedo de no ser lo suficientemente bueno en lo que hago.""}","{""Username"":""Prisciliana"", ""pronoun"":""ella"", ""message"":""casi me duermo pero me siento tan incomodo durmiendo a su lado""}","{""Username"":""Betsy"", ""pronoun"":""ella"", ""message"":""Revolucionar mi estado de ánimo con la energía de la calma.""}","{""Username"":""Naum"", ""pronoun"":""elle"", ""message"":""Recibí una copia de prueba del cómic en el que estoy trabajando.""}","{""Username"":""Alik"", ""pronoun"":""elle"", ""message"":""Odio cuando mi equipo favorito pierde en el último minuto.""}","{""Username"":""Fettah"", ""pronoun"":""el"", ""message"":""Ver a alguien eructar y luego tragarlo me llena de un asco indescriptible.""}"
16,"{""Username"":""Bethsabe"", ""pronoun"":""el"", ""message"":""Admiro tu capacidad para tomar decisiones difíciles y seguir adelante sin miedo.""}","{""Username"":""Justice"", ""pronoun"":""elle"", ""message"":""Me sorprendió la sabiduría y experiencia de mi abuela, siempre tiene consejos útiles.""}","{""Username"":""Viktoriia"", ""pronoun"":""el"", ""message"":""Vi Inside the NBA y vertieron champán sobre Charles Barkley.""}","{""Username"":""Zorka"", ""pronoun"":""elle"", ""message"":""A mi hija le salió el primer diente sin fiebre ni irritabilidad.""}","{""Username"":""Munawar"", ""pronoun"":""elle"", ""message"":""Tener uno de esos días #enojados. Tendré que dejar de ver #noticias.""}","{""Username"":""Lizette"", ""pronoun"":""ella"", ""message"":""La idea de nadar en aguas profundas y oscuras me produce miedo.""}","{""Username"":""Vasile"", ""pronoun"":""elle"", ""message"":""Me he estado sintiendo completamente estúpido acerca de todo esto""}","{""Username"":""Sharmin"", ""pronoun"":""elle"", ""message"":""Hoy tuve que hacer una caminata de una hora por un hermoso sendero.""}","{""Username"":""Gilvan"", ""pronoun"":""ella"", ""message"":""Gracias por tus cumplidos . Eres bienvenido a nuestro hotel de nuevo.""}","{""Username"":""Pello"", ""pronoun"":""ella"", ""message"":""Siento un odio intenso hacia aquellos que no respetan mi privacidad.""}","{""Username"":""Mildred"", ""pronoun"":""el"", ""message"":""Sentí repulsión al ver cómo se movían las larvas en la fruta podrida.""}"
17,"{""Username"":""Ammara"", ""pronoun"":""el"", ""message"":""Recibí una ""A"" por una de mis asignaciones en la escuela de posgrado.""}","{""Username"":""Demelsa"", ""pronoun"":""elle"", ""message"":""¡Wow! No puedo creer que acabes de saltar en paracaídas.""}","{""Username"":""Adel"", ""pronoun"":""ella"", ""message"":""Yadier Molina tuvo un sencillo productor en un juego de béisbol.""}","{""Username"":""Loaira"", ""pronoun"":""ella"", ""message"":""El cumpleaños de mi novia comenzó en mi zona horaria.""}","{""Username"":""Anguel"", ""pronoun"":""ella"", ""message"":""Ver la destrucción del medio ambiente me llena de ira.""}","{""Username"":""Wali"", ""pronoun"":""elle"", ""message"":""Miedo a las serpientes, simplemente no puedo ver una sin entrar en pánico.""}","{""Username"":""Nicolay"", ""pronoun"":""elle"", ""message"":""Descubrir que te han robado todo tu dinero y no tienes cómo recuperarlo.""}","{""Username"":""Lyuben"", ""pronoun"":""elle"", ""message"":""Sentarme a escribir como forma de expresarme liberó toda presión, haciéndome sentir calma.""}","{""Username"":""Narjis"", ""pronoun"":""elle"", ""message"":""Que agradable ! Puedo ver que estás ocupado empacando. Siento interrumpirte.""}","{""Username"":""Jinbin"", ""pronoun"":""el"", ""message"":""Odio tener que lidiar con personas irresponsables que no cumplen con sus compromisos.""}","{""Username"":""Jytte"", ""pronoun"":""elle"", ""message"":""Me dio asco el aspecto del agua estancada y llena de suciedad.""}"
18,"{""Username"":""Fatimetou"", ""pronoun"":""ella"", ""message"":""Automaticé algunos procesos en el trabajo que nos ahorrarán mucho dinero.""}","{""Username"":""Tina"", ""pronoun"":""el"", ""message"":""¡Qué sorpresa cuando encontré mi antiguo diario escondido en el desván!""}","{""Username"":""Clarice"", ""pronoun"":""elle"", ""message"":""Me inscribí para acoger perros callejeros en la SPCA local.""}","{""Username"":""Oresta"", ""pronoun"":""el"", ""message"":""Mi prometido me hizo un sándwich de huevo esta mañana.""}","{""Username"":""Helle"", ""pronoun"":""ella"", ""message"":""Me enoja ver cómo la corrupción se extiende en nuestra sociedad.""}","{""Username"":""Hajnal"", ""pronoun"":""ella"", ""message"":""Al ver películas de monstruos, siento cómo el miedo se apodera de mí.""}","{""Username"":""Eudoxio"", ""pronoun"":""el"", ""message"":""Veo . Oh espera . Señora, lo siento. Estos pantalones estaban en oferta.""}","{""Username"":""Bathie"", ""pronoun"":""el"", ""message"":""Sé amable contigo mismo para encontrar la verdadera paz y calma.""}","{""Username"":""Douga"", ""pronoun"":""el"", ""message"":""siento que apenas tengo tanto tiempo libre aquí como en oxford""}","{""Username"":""Hongmei"", ""pronoun"":""el"", ""message"":""Me irrita que las personas no respeten los límites de los demás.""}","{""Username"":""Arhane"", ""pronoun"":""ella"", ""message"":""Estoy gaspedal de mi oscuridad interior porque odio lo que veo.""}"
19,"{""Username"":""Maicon"", ""pronoun"":""ella"", ""message"":""Hoy tengo que salir del trabajo una hora antes para evitar el tráfico.""}","{""Username"":""Nasrine"", ""pronoun"":""elle"", ""message"":""Al descubrir la verdad, sentí una mezcla de sorpresa y alivio.""}","{""Username"":""Atanaska"", ""pronoun"":""elle"", ""message"":""Montar en karts. Fue emocionante y emocionante incluso como adulto.""}","{""Username"":""Rafaqat"", ""pronoun"":""ella"", ""message"":""Mi hija se graduó de kínder y lo celebramos con una dona.""}","{""Username"":""Aimin"", ""pronoun"":""el"", ""message"":""Me enfurece ver cómo se desprecia a ciertas comunidades por su origen.""}","{""Username"":""Oleksandra"", ""pronoun"":""elle"", ""message"":""Tener pesadillas recurrentes me genera miedo a dormir y enfrentar esos sueños terroríficos.""}","{""Username"":""Nazma"", ""pronoun"":""ella"", ""message"":""Me siento triste cuando veo a una persona mayor sola y sin compañía.""}","{""Username"":""Lucimar"", ""pronoun"":""ella"", ""message"":""Libera las preocupaciones y permite que la calma tome el control.""}","{""Username"":""Desislav"", ""pronoun"":""el"", ""message"":""Mi corazón rebosa de alegría cuando veo a mis seres queridos sonreír.""}","{""Username"":""Kepa"", ""pronoun"":""ella"", ""message"":""Odio cuando me mienten en la cara sin ningún remordimiento.""}","{""Username"":""Flavia"", ""pronoun"":""elle"", ""message"":""Sentir la textura viscosa de una babosa me produce un asco inmediato.""}"
